0	0.04227	0.11221	0	0.31332	0	0	0.34254	0.02432	0.44573	0	0	0.013182	0	0.49451	0	0.49512	0.068466	0.10418	0.25583
0	0.095769	0.38015	0.14515	0.48692	0.35637	0.15382	0.0067034	0	0.051793	0.082289	0.049084	0.11507	0.17235	0.48989	0.37592	0	0	0.03634	0
0	0.098701	0	0	0	0	0.24409	0.32848	0.44614	0.49894	0.038053	0	0.23407	0.26313	0	0	0	0.49869	0	0.025035
0	0.25115	0	0.3037	0.14234	0	0.17322	0.15772	0	0	0.22113	0.28625	0	0.43384	0	0.49877	0.049554	0	0	0.4464
0	0.29428	0.21751	0.15831	0	0.23775	0	0.022893	0	0.17447	0	0.49861	0	0	0.14854	0.41177	0.49899	0	0.25362	0
0	0.49848	0	0.31563	0	0.19345	0	0	0.082783	0.20116	0.44523	0.38164	0.36298	0.16113	0.20642	0	0	0.15149	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.10506	0.013621	0.22516	0	0	0.4257	0.010544	0	0.49514	0.13366	0.38445	0.029755	0	0	0.40899	0	0.33963	0	0.24984	0
0.10554	0.49737	0.49714	0	0	0	0	0.49785	0	0.093084	0.15792	0	0.14773	0.20882	0	0	0	0.064403	0.0095233	0.37842
0.12291	0.38847	0.081755	0.36938	0.44652	0.17239	0.31196	0.046732	0.036572	0	0	0	0	0	0	0	0.42902	0.2748	0	0.31835
0.12457	0	0	0.49864	0	0.18585	0.49853	0	0.18433	0.0061549	0	0.076803	0.34861	0.40528	0.32736	0	0	0	0	0.1411
0.1758	0.065549	0.0072129	0.19712	0	0	0.12624	0	0.36297	0	0.2864	0	0.28145	0	0.37766	0.49828	0	0.43697	0	0.1874
0.22391	0.45362	0.34418	0	0.27208	0.33226	0.012131	0.0048008	0	0	0.31784	0	0	0	0	0	0	0.30256	0.49847	0
0.27012	0.26519	0	0.4013	0.013206	0.12437	0	0.48459	0	0	0.00087877	0	0.21199	0	0.45977	0	0	0.21735	0.35619	0.12145
0.31444	0.10631	0.19433	0.24023	0	0.053912	0	0	0	0.49885	0	0.18918	0	0.49835	0.2291	0.15936	0	0.2169	0.36541	0
0.31659	0.39735	0.090581	0	0.48725	0	0.0050466	0	0.2266	0.28966	0	0	0.49872	0	0.20578	0	0	0	0.16711	0.20494
0.36566	0.49857	0	0	0	0	0.29411	0	0.46294	0.13122	0	0.064816	0	0.3731	0.19571	0	0.34325	0.013253	0	0
0.39529	0	0	0	0	0.48772	0.20421	0	0	0.40673	0.43508	0.15865	0	0	0	0.24222	0	0.35441	0	0
0.41867	0	0	0.33283	0.41976	0	0.43627	0	0	0.42238	0	0.40435	0.074193	0	0	0	0	0	0	0
0.45322	0	0.11516	0.14935	0	0.42203	0	0	0.19148	0	0	0	0.30497	0.3649	0	0.4679	0.3149	0	0	0
0.49364	0	0.4634	0.38762	0.27994	0	0	0	0	0	0.46092	0	0.28376	0	0	0.13379	0	0	0	0.045857
0.49918	0	0.24333	0	0	0	0.4265	0	0	0.02867	0.16281	0.22672	0	0	0.36556	0	0.28167	0.27049	0.25995	0.27796
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
